eve_id	confidence	eve_score	suggests	because	locus	start	stop	length	top_evalue	top_pident	top_desc	top_viral_desc	top_viral_lineage	max_count_phylum
ABRP01_EVE261	low	49	viral (10), retro (6), non-viral (3), maybe-viral (1)	envelope (7), retro (6), annotated protein of Eukaryota (3), VDB (3), uncharacterized protein (1)	ABRP01318358.1_2326-2763:+	2,326	2,763	437	5.61E-89	93.8	Endogenous retrovirus group S71 member 1 Env polyprotein-like n=1 Tax=Pteropus vampyrus  RepID=A0A6P6C5U2_PTEVA	envelope protein [Gammaretrovirus sp.] acc=UUG66871.1	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Retroviridae;g__Gammaretrovirus;s__Gammaretrovirus sp.	Chordata
ABRP01_EVE262	low	46	viral (9), retro (5), maybe-viral (3), non-viral (3)	retro (5), VDB (5), envelope (4), annotated protein of Eukaryota (3), hypothetical protein (1), polyprotein protein (1), uncharacterized protein (1)	ABRP01095103.1_3501-3872:-	3,501	3,872	371	7.94E-71	92.7	Endogenous retrovirus group S71 member 1 Env polyprotein-like n=1 Tax=Pteropus vampyrus  RepID=A0A6P6C5U2_PTEVA	envelope glycoprotein [Mus dunni endogenous virus] acc=AAC31806.1	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Retroviridae;g__Gammaretrovirus;s__Murine leukemia virus	Chordata
ABRP01_EVE264	low	45	viral (8), maybe-viral (6), retro (4), non-viral (2)	envelope (6), uncharacterized protein (6), retro (4), annotated protein of Eukaryota (2), VDB (2)	ABRP01127462.1_1790-2116:-	1,790	2,116	326	1.28E-26	49.6	endogenous retrovirus group PABLB member 1 Env polyprotein-like isoform X1 n=2 Tax=Sciurus carolinensis  RepID=UPI001FB341DA	envelope protein syncytin-Car1 [Canis lupus familiaris] acc=AEX32761.1	NA	Chordata
ABRP01_EVE266	low	42	viral (8), retro (6), non-viral (5), maybe-viral (2)	envelope (6), retro (6), annotated protein of Eukaryota (5), uncharacterized protein (2), VDB (2)	ABRP01216624.1_1114-1439:+	1,114	1,439	325	1.97E-43	68.1	envelope protein syncytin-Mar1 [Ictidomys tridecemlineatus] acc=AHZ59674.1	env protein [Human endogenous retrovirus HCML-ARV] acc=AAP06678.1	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Retroviridae;g__unclassified Retroviridae genus;s__Human endogenous retrovirus	Chordata
ABRP01_EVE268	low	41	viral (7), maybe-viral (5), non-viral (5), retro (3)	annotated protein of Eukaryota (5), envelope (5), uncharacterized protein (5), retro (3), VDB (2)	ABRP01087058.1_1728-1996:+	1,728	1,996	268	1.61E-32	71.1	envelope protein syncytin-Mar1 [Ictidomys tridecemlineatus] acc=AHZ59674.1	env protein [Human endogenous retrovirus HCML-ARV] acc=AAP06678.1	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Retroviridae;g__unclassified Retroviridae genus;s__Human endogenous retrovirus	Chordata
ABRP01_EVE269	low	40	retro (10), viral (8), non-viral (2), maybe-viral (1)	retro (10), envelope (5), VDB (3), annotated protein of Eukaryota (2), uncharacterized protein (1)	ABRP01255603.1_307-665:+	307	665	358	1.06E-47	73.7	env protein [Human endogenous retrovirus HCML-ARV] acc=AAP06678.1	env protein [Human endogenous retrovirus HCML-ARV] acc=AAP06678.1	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Retroviridae;g__unclassified Retroviridae genus;s__Human endogenous retrovirus	Chordata
ABRP01_EVE271	low	40	retro (9), viral (7), maybe-viral (4), non-viral (1)	retro (9), envelope (5), uncharacterized protein (4), VDB (2), annotated protein of Eukaryota (1)	ABRP01311198.1_629-1282:-	629	1,282	653	1.47E-89	68.2	envelope protein syncytin-Mar1 [Ictidomys tridecemlineatus] acc=AHZ59674.1	env protein [Human endogenous retrovirus HCML-ARV] acc=AAP06678.1	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Retroviridae;g__unclassified Retroviridae genus;s__Human endogenous retrovirus	Chordata
ABRP01_EVE272	low	39	non-viral (2), viral (2), retro (1)	annotated protein of Eukaryota (2), reverse transcriptase (1), UDB Viruses (1), VDB (1)	ABRP01179468.1_5331-5981:+	5,331	5,981	650	1.61E-05	33.3	RNA-directed DNA polymerase n=18 Tax=Ornithorhynchus anatinus  RepID=A0A6I8PDY3_ORNAN	Putative movement protein n=1 Tax=Olive latent virus 3  RepID=C5HGJ2_9VIRU	k__Viruses;K__Orthornavirae;p__Kitrinoviricota;c__Alsuviricetes;o__Tymovirales;f__Tymoviridae;g__Marafivirus;s__Marafivirus oleae	Chordata
ABRP01_EVE274	low	36	retro (7), viral (6), maybe-viral (5), non-viral (2)	retro (7), uncharacterized protein (5), envelope (4), annotated protein of Eukaryota (2), VDB (2)	ABRP01295439.1_952-1299:-	952	1,299	347	4.34E-54	73.1	envelope protein syncytin-Mar1 [Ictidomys tridecemlineatus] acc=AHZ59674.1	env protein [Human endogenous retrovirus HCML-ARV] acc=AAP06678.1	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Retroviridae;g__unclassified Retroviridae genus;s__Human endogenous retrovirus	Chordata
ABRP01_EVE276	low	30	non-viral (4), viral (2)	annotated protein of Eukaryota (4), VDB (2)	ABRP01236589.1_334-803:-	334	803	469	3.37E-07	36.2	Protein RFT1 homolog n=2 Tax=Diacronema lutheri  RepID=A0A8J5XGW2_DIALT	hypothetical protein 1 [Mute swan feces associated tombus-like virus 5] acc=QUS52796.1	k__Viruses;K__Orthornavirae;p__Kitrinoviricota;c__Tolucaviricetes;o__Tolivirales;f__Tombusviridae;g__unclassified Tombusviridae genus;s__Mute swan feces associated tombus-like virus 5	Chordata
ABRP01_EVE277	low	30	maybe-viral (3), non-viral (1), viral (1)	uncharacterized protein (2), annotated protein of Eukaryota (1), hypothetical protein (1), VDB (1)	ABRP01328604.1_958-1350:-	958	1,350	392	7.35E-08	43.2	basic proline-rich protein-like n=1 Tax=Pan paniscus  RepID=UPI00243726D8	p43 [Maize rayado fino virus] acc=AIY22518.1	k__Viruses;K__Orthornavirae;p__Kitrinoviricota;c__Alsuviricetes;o__Tymovirales;f__Tymoviridae;g__Marafivirus;s__Marafivirus maydis	Actinomycetota
ABRP01_EVE278	low	30	non-viral (4), viral (2)	annotated protein of Eukaryota (4), VDB (2)	ABRP01386468.1_170-639:-	170	639	469	3.37E-07	36.2	Protein RFT1 homolog n=2 Tax=Diacronema lutheri  RepID=A0A8J5XGW2_DIALT	hypothetical protein 1 [Mute swan feces associated tombus-like virus 5] acc=QUS52796.1	k__Viruses;K__Orthornavirae;p__Kitrinoviricota;c__Tolucaviricetes;o__Tolivirales;f__Tombusviridae;g__unclassified Tombusviridae genus;s__Mute swan feces associated tombus-like virus 5	Chordata
ABRP01_EVE279	low	29	non-viral (6), maybe-viral (5), viral (3)	annotated protein of Eukaryota (6), uncharacterized protein (5), VDB (2), UDB Viruses (1)	ABRP01286176.1_2988-3905:+	2,988	3,905	917	3.35E-08	27.6	Uncharacterized protein n=1 Tax=Pelodiscus sinensis  RepID=K7GBR0_PELSI	Capsid protein n=1 Tax=Sogatella furcifera hepe-like virus  RepID=A0A2R4KMX5_9VIRU	k__Viruses;K__Orthornavirae;p__Kitrinoviricota;c__Alsuviricetes;o__Hepelivirales;f__Hepeviridae;g__unclassified Hepeviridae genus;s__Sogatella furcifera hepe-like virus	Chordata
ABRP01_EVE280	low	28	maybe-viral (6), non-viral (1), viral (1)	uncharacterized protein (6), annotated protein of Eukaryota (1), VDB (1)	ABRP01211462.1_3117-3667:-	3,117	3,667	550	1.84E-06	32.1	Uncharacterized protein n=1 Tax=Ensete ventricosum  RepID=A0A427A2Z6_ENSVE	replicase [Asclepias asymptomatic virus] acc=YP_004464924.1	k__Viruses;K__Orthornavirae;p__Kitrinoviricota;c__Alsuviricetes;o__Tymovirales;f__Tymoviridae;g__Tymovirus;s__Asclepias asymptomatic virus	Arthropoda
ABRP01_EVE281	low	28	maybe-viral (2), non-viral (2), viral (1)	uncharacterized protein (2), annotated protein of Bacteria (1), annotated protein of Eukaryota (1), VDB (1)	ABRP01265870.1_79-610:-	79	610	531	9.93E-06	33.7	basic proline-rich protein-like n=1 Tax=Colius striatus  RepID=UPI002B1E37F1	E2 [Canis familiaris papillomavirus 15] acc=AGA15834.1	k__Viruses;K__Shotokuvirae;p__Cossaviricota;c__Papovaviricetes;o__Zurhausenvirales;f__Papillomaviridae;g__Chipapillomavirus;s__Chipapillomavirus 3	Chordata
ABRP01_EVE282	low	27	non-viral (4), viral (2), maybe-viral (1)	annotated protein of Eukaryota (3), annotated protein of Bacteria (1), UDB Viruses (1), uncharacterized protein (1), VDB (1)	ABRP01013412.1_5-391:+	5	391	386	9.07E-22	50	atherin-like n=1 Tax=Loxodonta africana  RepID=UPI0005406238	Uncharacterized protein n=1 Tax=Human herpesvirus 1  RepID=A0A2Z4H155_HHV1	k__Viruses;K__Heunggongvirae;p__Peploviricota;c__Herviviricetes;o__Herpesvirales;f__Orthoherpesviridae;g__Simplexvirus;s__Simplexvirus humanalpha1	Chordata
ABRP01_EVE283	low	27	non-viral (5), viral (2), maybe-viral (1)	annotated protein of Eukaryota (5), UDB Viruses (1), uncharacterized protein (1), VDB (1)	ABRP01168694.1_3821-4320:-	3,821	4,320	499	3.47E-08	38	SH3 domain-containing protein n=1 Tax=Taeniopygia guttata  RepID=A0A674GNN7_TAEGU	Movement protein n=1 Tax=Alcea yellow mosaic virus  RepID=A0AAE9P736_9VIRU	k__Viruses;K__Orthornavirae;p__Kitrinoviricota;c__Alsuviricetes;o__Tymovirales;f__Tymoviridae;g__unclassified Tymoviridae genus;s__Alcea yellow mosaic virus	Chordata
ABRP01_EVE284	low	27	maybe-viral (11), non-viral (7), viral (4)	uncharacterized protein (11), annotated protein of Eukaryota (7), VDB (2), envelope (1), viral (1)	ABRP01198250.1_5076-5417:+	5,076	5,417	341	1.04E-45	71	Uncharacterized protein n=2 Tax=Rhinolophus ferrumequinum  RepID=A0A7J7WRB9_RHIFE	envelope protein Mab4 [Mabuya sp. NRPS-2014] acc=ATY46614.1	NA	Chordata
ABRP01_EVE285	low	27	non-viral (2), maybe-viral (1), viral (1)	annotated protein of Eukaryota (2), uncharacterized protein (1), VDB (1)	ABRP01271539.1_3307-3951:+	3,307	3,951	644	2.97E-12	39.4	uncharacterized protein LOC121478171 n=1 Tax=Vulpes lagopus  RepID=UPI001BC8D22B	E2 [Canis familiaris papillomavirus 10] acc=YP_004895383.1	k__Viruses;K__Shotokuvirae;p__Cossaviricota;c__Papovaviricetes;o__Zurhausenvirales;f__Papillomaviridae;g__Chipapillomavirus;s__Chipapillomavirus 3	Chordata
ABRP01_EVE286	low	27	maybe-viral (2), non-viral (2), viral (1)	annotated protein of Eukaryota (2), uncharacterized protein (2), VDB (1)	ABRP01331393.1_202-648:-	202	648	446	5.97E-06	36.4	Mucin-19 isoform X2 n=2 Tax=Frankliniella occidentalis  RepID=A0A6J1SQY8_FRAOC	RNA-dependent RNA polymerase [Tarnsjo virus] acc=QGA70915.1	k__Viruses;K__Orthornavirae;p__Kitrinoviricota;c__Alsuviricetes;o__Tymovirales;f__Tymoviridae;g__Tymovirus;s__Tarnsjo virus	Arthropoda
ABRP01_EVE287	low	27	non-viral (5), maybe-viral (2), viral (2)	annotated protein of Eukaryota (5), uncharacterized protein (2), UDB Viruses (1), VDB (1)	ABRP01376388.1_42-505:-	42	505	463	5.77E-07	35.5	Uncharacterized protein n=8 Tax=Physalacriaceae  RepID=A0A2H3E093_ARMGA	Movement protein n=1 Tax=Alcea yellow mosaic virus  RepID=A0AAE9P736_9VIRU	k__Viruses;K__Orthornavirae;p__Kitrinoviricota;c__Alsuviricetes;o__Tymovirales;f__Tymoviridae;g__unclassified Tymoviridae genus;s__Alcea yellow mosaic virus	Ascomycota
ABRP01_EVE289	low	25	maybe-viral (11), non-viral (6), viral (3)	uncharacterized protein (11), annotated protein of Eukaryota (6), envelope (1), VDB (1), viral (1)	ABRP01093310.1_647-988:+	647	988	341	2.24E-47	72	Uncharacterized protein n=2 Tax=Rhinolophus ferrumequinum  RepID=A0A7J7WRB9_RHIFE	envelope protein Mab3 [Mabuya sp. NRPS-2014] acc=ATY46613.1	NA	Chordata
ABRP01_EVE290	low	25	maybe-viral (11), non-viral (6), viral (3)	uncharacterized protein (11), annotated protein of Eukaryota (6), envelope (1), VDB (1), viral (1)	ABRP01137251.1_332-711:+	332	711	379	1.67E-45	71.3	Uncharacterized protein n=2 Tax=Rhinolophus ferrumequinum  RepID=A0A7J7WRB9_RHIFE	envelope protein Mab3 [Mabuya sp. NRPS-2014] acc=ATY46613.1	NA	Chordata
ABRP01_EVE291	low	25	maybe-viral (11), non-viral (6), viral (3)	uncharacterized protein (11), annotated protein of Eukaryota (6), envelope (1), VDB (1), viral (1)	ABRP01229692.1_9581-9919:+	9,581	9,919	338	1.52E-47	72	Uncharacterized protein n=2 Tax=Rhinolophus ferrumequinum  RepID=A0A7J7WRB9_RHIFE	envelope protein Mab3 [Mabuya sp. NRPS-2014] acc=ATY46613.1	NA	Chordata
ABRP01_EVE292	low	24	maybe-viral (15), non-viral (3), viral (2)	uncharacterized protein (15), annotated protein of Eukaryota (3), UDB Viruses (1), VDB (1)	ABRP01053063.1_50-1271:+	50	1,271	1,221	9.29E-11	31.9	Uncharacterized protein n=1 Tax=Penaeus vannamei  RepID=A0A423SZF7_PENVA	overlapping protein/movement protein [Physalis mottle virus] acc=NP_619755.1	k__Viruses;K__Orthornavirae;p__Kitrinoviricota;c__Alsuviricetes;o__Tymovirales;f__Tymoviridae;g__Tymovirus;s__Tymovirus physalis	Arthropoda
ABRP01_EVE293	low	24	non-viral (5), viral (2)	annotated protein of Eukaryota (5), UDB Viruses (1), VDB (1)	ABRP01265532.1_2058-2640:+	2,058	2,640	582	2.26E-18	75.8	CSC1-like protein 1 n=1109 Tax=Gnathostomata  RepID=CSCL1_HUMAN	Regulatory protein E2 n=5 Tax=Chipapillomavirus 3  RepID=K7QH99_9PAPI	k__Viruses;K__Shotokuvirae;p__Cossaviricota;c__Papovaviricetes;o__Zurhausenvirales;f__Papillomaviridae;g__Chipapillomavirus;s__Chipapillomavirus 3	Chordata
ABRP01_EVE294	low	23	maybe-viral (10), non-viral (7), viral (3)	uncharacterized protein (10), annotated protein of Eukaryota (7), envelope (1), VDB (1), viral (1)	ABRP01110054.1_499-1071:-	499	1,071	572	5.46E-71	59.5	Uncharacterized protein n=2 Tax=Phyllostomus discolor  RepID=A0A834A6X6_9CHIR	envelope protein Mab3 [Mabuya sp. NRPS-2014] acc=ATY46613.1	NA	Chordata
ABRP01_EVE295	low	23	maybe-viral (9), non-viral (5), viral (2)	uncharacterized protein (8), annotated protein of Bacteria (4), annotated protein of Eukaryota (1), hypothetical protein (1), UDB Viruses (1), VDB (1)	ABRP01216348.1_28-300:-	28	300	272	9.94E-11	67.4	uncharacterized protein LOC104846297 n=1 Tax=Loxodonta africana  RepID=UPI0005406C55	Regulatory protein E2 n=1 Tax=Rousettus aegyptiacus papillomavirus 1  RepID=Q0QIH8_9PAPI	k__Viruses;K__Shotokuvirae;p__Cossaviricota;c__Papovaviricetes;o__Zurhausenvirales;f__Papillomaviridae;g__Psipapillomavirus;s__Psipapillomavirus 1	Actinomycetota
ABRP01_EVE296	low	23	non-viral (3), viral (1)	annotated protein of Eukaryota (3), VDB (1)	ABRP01250227.1_1484-2298:-	1,484	2,298	814	8.62E-06	33.6	vegetative cell wall protein gp1-like n=1 Tax=Aegilops tauschii subsp. strangulata  RepID=UPI001ABC0ED1	movement protein [Asclepias asymptomatic virus] acc=YP_004464923.1	k__Viruses;K__Orthornavirae;p__Kitrinoviricota;c__Alsuviricetes;o__Tymovirales;f__Tymoviridae;g__Tymovirus;s__Asclepias asymptomatic virus	Streptophyta
ABRP01_EVE297	low	23	non-viral (3), viral (1)	annotated protein of Eukaryota (2), annotated protein of Bacteria (1), VDB (1)	ABRP01290117.1_1327-1804:-	1,327	1,804	477	4.72E-07	35.1	Lipid scramblase CLPTM1L n=1 Tax=Bison bison bison  RepID=A0A6P3ITI9_BISBB	E2 [Peromyscus papillomavirus 1] acc=YP_009508758.1	k__Viruses;K__Shotokuvirae;p__Cossaviricota;c__Papovaviricetes;o__Zurhausenvirales;f__Papillomaviridae;g__Iotapapillomavirus;s__Iotapapillomavirus 2	Chordata
ABRP01_EVE298	low	22	maybe-viral (3), non-viral (3), viral (1)	uncharacterized protein (3), annotated protein of Eukaryota (2), annotated protein of Bacteria (1), VDB (1)	ABRP01044893.1_9669-10082:-	9,669	10,082	413	1.50E-21	58.3	uncharacterized protein LOC125168133 n=2 Tax=Felidae  RepID=UPI001FF12104	E2 [Canine papillomavirus type 24] acc=UZP65145.1	k__Viruses;K__Shotokuvirae;p__Cossaviricota;c__Papovaviricetes;o__Zurhausenvirales;f__Papillomaviridae;g__Chipapillomavirus;s__Canine papillomavirus type 24	Chordata
ABRP01_EVE299	low	22	maybe-viral (11), non-viral (6), viral (2)	uncharacterized protein (11), annotated protein of Eukaryota (5), annotated protein of Bacteria (1), UDB Viruses (1), VDB (1)	ABRP01065660.1_10309-10971:-	10,309	10,971	662	4.84E-07	34.9	Uncharacterized protein n=1 Tax=Pelodiscus sinensis  RepID=K7EY53_PELSI	Movement protein n=4 Tax=Switchgrass mosaic virus  RepID=F5CJX8_9VIRU	k__Viruses;K__Orthornavirae;p__Kitrinoviricota;c__Alsuviricetes;o__Tymovirales;f__Tymoviridae;g__Marafivirus;s__Switchgrass mosaic virus	Basidiomycota
ABRP01_EVE300	low	22	non-viral (10), maybe-viral (9), viral (3)	annotated protein of Eukaryota (9), uncharacterized protein (8), VDB (2), annotated protein of Bacteria (1), hypothetical protein (1), UDB Viruses (1)	ABRP01143573.1_5177-5889:-	5,177	5,889	712	2.57E-09	33	Uncharacterized protein n=1 Tax=Pelodiscus sinensis  RepID=K7GBR0_PELSI	Putative movement protein (Fragment) n=1 Tax=Grapevine asteroid mosaic associated virus  RepID=A0A2Z2CDU5_9VIRU	k__Viruses;K__Orthornavirae;p__Kitrinoviricota;c__Alsuviricetes;o__Tymovirales;f__Tymoviridae;g__Marafivirus;s__Marafivirus asteroides	Basidiomycota
ABRP01_EVE301	low	22	maybe-viral (17), non-viral (1), viral (1)	uncharacterized protein (17), annotated protein of Eukaryota (1), VDB (1)	ABRP01150810.1_1129-1741:-	1,129	1,741	612	1.35E-11	37.6	leucine-rich repeat extensin-like protein 5 n=1 Tax=Homo sapiens  RepID=UPI001FB116D4	hypothetical protein [Switchgrass mosaic virus] acc=AEE61365.1	k__Viruses;K__Orthornavirae;p__Kitrinoviricota;c__Alsuviricetes;o__Tymovirales;f__Tymoviridae;g__Marafivirus;s__Switchgrass mosaic virus	Arthropoda
ABRP01_EVE302	low	22	maybe-viral (5), non-viral (3), viral (1)	uncharacterized protein (5), annotated protein of Eukaryota (3), VDB (1)	ABRP01268204.1_1842-2313:-	1,842	2,313	471	1.43E-24	46.8	Uncharacterized protein n=2 Tax=Rousettus aegyptiacus  RepID=A0A7J8C2Z3_ROUAE	E2 [Canis familiaris papillomavirus 15] acc=AGA15834.1	k__Viruses;K__Shotokuvirae;p__Cossaviricota;c__Papovaviricetes;o__Zurhausenvirales;f__Papillomaviridae;g__Chipapillomavirus;s__Chipapillomavirus 3	Chordata
ABRP01_EVE303	low	22	non-viral (3), maybe-viral (2), viral (1)	annotated protein of Eukaryota (2), uncharacterized protein (2), annotated protein of Bacteria (1), VDB (1)	ABRP01319858.1_435-1131:+	435	1,131	696	3.61E-06	34.4	Uncharacterized protein (Fragment) n=1 Tax=uncultured Quadrisphaera sp.  RepID=A0A6J4NGV4_9ACTN	replicase polyprotein [Bee Macula-like virus] acc=WIL00270.1	k__Viruses;K__Orthornavirae;p__Kitrinoviricota;c__Alsuviricetes;o__Tymovirales;f__Tymoviridae;g__unclassified Tymoviridae genus;s__Bee Macula-like virus	Chordata
ABRP01_EVE304	low	21	non-viral (7), viral (2), maybe-viral (1)	annotated protein of Eukaryota (7), VDB (2), uncharacterized protein (1)	ABRP01119365.1_516-1274:+	516	1,274	758	4.94E-06	30.7	TY4B-J protein n=1 Tax=Symbiodinium sp. CCMP2592  RepID=A0A812PG63_9DINO	movement protein [Watercress white vein virus] acc=AFC95825.1	k__Viruses;K__Orthornavirae;p__Kitrinoviricota;c__Alsuviricetes;o__Tymovirales;f__Tymoviridae;g__Tymovirus;s__Watercress white vein virus	Chordata
ABRP01_EVE305	low	21	non-viral (4), maybe-viral (3), viral (1)	annotated protein of Eukaryota (3), uncharacterized protein (3), annotated protein of Bacteria (1), VDB (1)	ABRP01206750.1_566-1073:+	566	1,073	507	1.51E-09	33.1	E2 [Canis familiaris papillomavirus 15] acc=AGA15834.1	E2 [Canis familiaris papillomavirus 15] acc=AGA15834.1	k__Viruses;K__Shotokuvirae;p__Cossaviricota;c__Papovaviricetes;o__Zurhausenvirales;f__Papillomaviridae;g__Chipapillomavirus;s__Chipapillomavirus 3	Actinomycetota
ABRP01_EVE306	low	21	maybe-viral (6), non-viral (3), viral (1)	uncharacterized protein (6), annotated protein of Eukaryota (3), VDB (1)	ABRP01246574.1_468-1378:-	468	1,378	910	6.34E-07	35.1	Uncharacterized protein n=1 Tax=Mustela putorius furo  RepID=M3Z762_MUSPF	movement protein [Turnip yellow mosaic virus] acc=AMH40124.1	k__Viruses;K__Orthornavirae;p__Kitrinoviricota;c__Alsuviricetes;o__Tymovirales;f__Tymoviridae;g__Tymovirus;s__Tymovirus brassicae	Arthropoda
ABRP01_EVE307	low	21	non-viral (11), maybe-viral (6), viral (3)	annotated protein of Eukaryota (8), uncharacterized protein (6), annotated protein of Bacteria (3), VDB (2), UDB Viruses (1)	ABRP01333644.1_482-797:-	482	797	315	2.05E-06	38.5	LOW QUALITY PROTEIN: zinc finger protein 469 n=1 Tax=Perognathus longimembris pacificus  RepID=UPI0020185026	Regulatory protein E2 n=5 Tax=Chipapillomavirus 3  RepID=K7QH99_9PAPI	k__Viruses;K__Shotokuvirae;p__Cossaviricota;c__Papovaviricetes;o__Zurhausenvirales;f__Papillomaviridae;g__Chipapillomavirus;s__Chipapillomavirus 3	Chordata
